id,name,score,title,place,date,verified purch,text,upvotes,language
16,Charmen,5,so mani use super fun,the United States ,20170728,True,i stop use sinc i bought i much fun play game stream person favorit listen spotifi it amaz nice modern sleek interfac if alreadi familiar playstat hard use mani button mani use faith playstat user may littl difficulti rememb button sinc i faith ps user i gon na go ahead give 5 star button issu would recommend,73,english
17,Jubilant,5,i enjoy mani outstand playstat exclus game unchart,the United States ,20171205,True,got blackfriday dealcam time work well everyth order i enjoy mani outstand playstat exclus game unchart seri horizon zero dawn,42,english
18,Brittany,5,love,the United States ,20180125,True,it pretti easi set i bought share boyfriend easi keep differ save file game separ both parti access differ game download even one bought digit game the thing i would complain two separ netflix log in save onto it one account preload time the control would expect littl sometim depend game control light differ show health respons charact say the last consol ps2 still pretti amaz haha,58,english
19,Christopher,5,get one regret,the United States ,20170714,True,five star ps4 zero star packag ps4 came this second playstat first one origin ps1 still but ps4 awesom lot free demo download buy game unless game got alot stuff consol game consol,371,english
20,Dames,4,awesom consol control keep disconnect,the United States ,20180808,True,so wait littl i final got ps4 consol it amaz devic i realli love one concern strang reason control disconnect everi 5 minut maneuv game librari even game this realli annoy cost dear disconnect play forc push littl button behind reset everi time i know control even i go set chang connect bluetooth usb cabl thing shame return window close i buy anoth control could use money spiderman life i guess other control glitch good buy good consol,11,english
21,Robert Green,5,nice size plenti hard drive space,the United States ,20170525,True,nice size plenti hard drive space great deal price i hade purchas new consol sinc wii most pc point playstat exclus sold get i happi,120,english
22,MamaOwl,5,wrong model receiv initi custom servic fantast,the United States ,20190131,True,i sent wrong model i receiv 500gb instead 1tb like advertis the ps4 work fine came everyth howev wrong model i contact seller verylond understand mistak i sent pictur proof i want return fine work i bought play game releas date next day arriv they realli sweet listen concern storag space disappoint i instal game storag almost liter 4 game i bought 1tb instead 500gb like i receiv storag space real concern after speak resolv mention i could get extern drive i money moment i spent fund i assum would 1tb model new game i bought gave discount refund 50 i could purchas extern hard drive storag make 1tb model custom servic great i problem sent wrong model storag help resolv partial small refund i disappoint storag issu help understand custom support i abl say i content happi purchas if ever get wrong model someth broken buy someth alway contact seller theyight abl help especi anyth,8,english
23,Leon,1,do purchas denon receiv,the United States ,20190416,True,within week purchas item i began problem hdmi pass denon receiv it work well day i began get error receiv i tri differ hdmi slot got error messag when i contact soni concern issu advis problem when i contact denon technic support indic well known problem specif ps4 consol steer clear make denon receiv,10,english
24,TJ Werner,2,connect suck,the United States ,20180330,True,honest impress machin bought replac 2 year old ps4 lost fire old ps4 way faster one my current roommat origin ps4 sinc first releas still quicker near connect issu i set internet connect almost everytim i turn feel like i realli rip save money get regular one,11,english
25,Manuel Sanchez Morales,1,one star,the United States ,20180916,True,nunc logr lleg,16,spanish
26,Serum,4,a littl harder navig ps3 still worth,the United States ,20191128,True,this gift i receiv i playstat 3 user sinc late 2012 fact first player i tend get consol end lifetim bug work good game alreadi releas the playstat 4 differ i got slim model 1tb hard drive back decemb 2012 i bought 500gb model ps3 seven year from i imagin i someth similar playstat 5 i playstat user sinc nintendo releas wii i simpli interest play bought slim playstat 2 time so i ps4 user i got say quit i expect it excel select game i play mani titl i five game far bought playstat store i pretti much given physic copi i run room case shelv alreadi cover dvds book the one terabyt hard drive simplifi probabl awhil i run room need extern hard drive puppi but i like game i alway sometim monster stardew valley catherin full bodi persona 5 death strand i still plenti room left hard drive i think buy physic copi tradit peopl want clunki user interfac i still confus game app on surfac seem like go even simpler use playstat 3 user interfac actual quit confus navig at least i think i go tv video folder instead app i download amazon prime netflix show like six app suggest advertis realli think i download pay servic i absolut zero interest i told way around i confus go fix i person i ten year ago anymor but i still figur beast conclus good system good game good player good amount hard drive space price clunki user interfac leav often time feel bewild like i said i got free i complain i lot learn one thing i want add control batteri life seem littl reason i know someth i imagin definit seem last long playstat 3 control but pretti good system i like i gotten lot far least i go i guess i give one solid four five star,2,english
27,chad JJ,2,got ta honest system mix bag,the United States ,20190709,True,like system everi game ultra realist hd prais stop negat alot like one small librari game everi game generat ps1 ps2 ps3 get port consol hd remast kill potenti system well thing ppl keep ask remast playstat system u expect evolv ps vita home consol bare offer initi game oh way play onlin buy ps plus start dollar backward sinc ps3 cost noth play onlin hassl buy anyth order neither make ps4 even wost modern age game loot box era u spend u want ps plus month u also play game chanc u fan nba2k fifa star war battl royal game overwatch apex legend fortnit etc even wwe 2k game loot box sad realli miss thq least never put cash grab unlik point u want pay 500 400 300 system includ fee play game month requir ps plus play onlin friend consol u u want enjoy game without fee play game requir ps plus fun like game use suppos without greedi game publish wallet recommend buy ps3 may graphic least u fun get pressur spend like current era game give three half star great mani other thing era ruin potenti way much greed go day includ soni current gen,2,english
28,Jada B,1,beyond dissapoint,the United States ,20190709,True,i 30 i never written review life upset purchas i felt i receiv packag took one glanc see ship box squash rip open the tape hold togeth half way fall the bubbl wrap insid complet deflat everi bubbl hole rub playstat box worn fade entireti edg even corner short 300 purchas look like kick way seller beyond dissapoint,8,english
29,T. Herbert,3,meh,the United States ,20190212,True,if like play onlin mind pay subscript probabl like consol the ps2 last great system the reason ps3 dust collector gran turismo 5 6 with gt sport basic onlin ps4 pretti much glorifi web browser mediocr game great graphic never beat ps2 great game decent graphic,5,english
30,Scarlett,2,arriv damag,the United States ,20180703,True,i order use new condit packag arriv ps4 glitch shut whole at first i thought compat i bought new still glitch i tri get new hdmi still work final i thought god of war disk i tri game i upset,8,english
31,Derek & Margie,5,wonder,the United States ,20181030,True,arriv time damag everyth includ advertis way better xbox one replac no constant updat updat need much faster not i simpli updat thing i choos take microsoft the consol menus much easier navig i go onlin save game progress so much better,6,english
32,Steven Cordero,5,perfect upgrad,the United States ,20190408,True,perfect upgrad anyon look improv origin ps4 without make jump ps4 bought origin ps4 son 9th birthday 5 year later gotten slower louder overheat quicker the ps4 began freez recent eject mechan stop work rather spend money repair becam obvious new system need the question whether ps4 slim ps4 pro i chose slim obvious upgrad origin ps4 far less i spent origin system came i bought long launch it quieter faster overheat plus far cheaper ps4 pro i also bought new 2tb hd i instal total price ps4 slim 2tb hd less ps4 pro current go of cours ps4 pro advantag longtim ps4 user look upgrad old system right price go wrong ps4 slim,3,english
33,G,1,attempt use anyth cabl modem download take forev,the United States ,20190724,True,difficult set take forev download anyth absolut internet connect forget play game system spend weekend next decad download stuff come game come download game actual give hard copi play right away kid want playstat stare download screen,6,english
34,Evelyn,1,do buy seller,the United States ,20181210,True,bought tri 5 minut get hot shut imposs play,13,english
35,Alex,3,i receiv everyth good order,the United States ,20190413,True,i gone around differ local store look playstat 4 slim store pro i went amazon found first site sell ps4 unit line amazon choic ps4 so i thought good sign i went ahead place order long stori short packag came day damag everyth seem account the actual ps4 work well far i one month tomorrow 14th a day ago main reason 3 star control stop work blue i went onlin tri ever troubl shoot tip sun seem dud i went bought new control work fine lead wonder i gotten use refurbish model everyth look feel new probabl control defect factori i read sever review peopl said ps4 given ghost coupl month overal i happi unit bum control made rais eyebrow i mean whatsoev insinu compani bait switch fluke happen take review worth,3,english
36,Maria Villanueva,1,corrupt work,the United States ,20190709,True,it run smooth i tri play game it began freez mess data now i stuck ps4 start dualshock control connect even though fulli charg wire intern hard drive problem i receiv sit around freez mid download i play singl game also game download say data corrupt i must delet after 3rd time download 90gb game i call quit i stump,5,english
37,Kenneth Thompson,1,find better retail,the United States ,20190620,True,refus power month reason i bought retail sold birthday gift i contact soni immedi could even verifi purchas i send soni i didnt even bother amazon i know would bs i hope i dont end replac pocket,6,english
38,Ann,1,junk,the United States ,20190605,True,doesnt read disk make nois attempt read miss control came game system dissapoint suppos gift son i wont time wait refund go buy new one wont buy ever i figur would check system prior send,6,english
39,Alejo Luna,5,fast ship,the United States ,20171125,True,fast ship great product i love,12,english
40,C.C.,5,great system,the United States ,20181022,True,there lot great game ps4 good buy as consol decent sort sleek look come control ac cabl hdmi cabl the 1tb storag generous seem like much ever fill you play dvds bluray play european game usa fine though game dlc avail due region mismatch think ps4 user interfac pretti garbag media share work well switch beyond solid system if use ps3 psp feel right home ui ps4,3,english
41,Steampunk-Scorpio,4,so far great,the United States ,20190411,True,i set far well it bit dirti consol i took away star other i satisfi keep updat i promis it came specifi well pack everyth wrap seal plastic except consol i know even still sort thing it great unus discount card and strang came disc unchart right mouth consol strang it make wonder i better check model descript said noth i complain 500 come 1tb,2,english
42,Laquever,5,so far good,the United States ,20181201,True,so far good son love work good ship pretti fast,8,english
43,13-5,5,soni still top,the United States ,20181229,True,i may may bought consol late life late miss opportun appreci fourth consol lineup this actual par playstat 2 keep mind one person opinion i say ps2 still place heart sinc debut alway prefer playstat microsoft xbox sinc amaz librari compar competitor unchart yakuza horizon zero dawn the control anoth reason i choos xbox feel precis i apolog anyon read dedic xbox gamer i insult rather i point prefer video game i play everi generat xbox i like choic elsewher i wait play remak resid evil 2 i play origin back day first playstat game descend consol like stori short i love consol i glad i save money purchas,1,english
44,Ismael Valverde,5,papa 3,the United States ,20181027,True,first i afraid ps4 came broken someth happen contrari it came brand new without incovini the box includ one control charger cord headphon hdmi cord plug cord ps4 ps4 cours i hig recommend v,5,english
45,A. Boettcher,1,broke right warranti expir,the United States ,20200612,True,i bought birthday gift husband he love lot fun right stop work 2 month warranti expir conveni huh we talk soni none troubleshoot option work decid go pay 100 plus ship fix super frustrat playstat lack durabl when spend 300 someth expect last,2,english
46,CW,1,veri disappoint,the United States ,20190827,True,i disappoint i loyal playstat custom sinc origin yes i older one start problem 5 month how conveni i feel like i screw window return pass i want continu invest i need buy new machin unless i happen unluckiest gamer multipl time row someth wrong id suggest buy soni direct tbh i even sure make differ,2,english
47,Michael,5,great consol,the United States ,20190626,True,and terabyt storag hard need disk a word caution download game instead buy hard disk version softwar let play game unless sort internet connect verifi usag licens i got truck i road truck driver i found first night i park rest luckili i could use mobil hotspot featur cell phone you probabl play onlin friend play download game without high recommend system,1,english
48,J&J Z,5,a real solid system,the United States ,20190228,True,never play ps4 last system purchas xbox360so card tabl reviewcom readi go 1 control standard chargin cabl cheapi look 1 ear combo actual work surpris well if alreadi ps4 game readi play long onlin game you creat psn account least regist card order anyth onlin so get gift lucki kid know on you info pdq head hardwar fast the system boot min balanc memori load play wont ipad problem 100 app open devic perform like junk it allow 1 app 1 game left run simultan game look great onlin stream abil realli cool,0,english
49,Stephen G Jones,2,was great 1 year blue light death,the United States ,20200414,True,work great awhil play plenti cod game but hit year 2 month mark get blue light death allow turn instruct put devic safe mode basic factori reset devic lose data devic i xbox user past 10 year own 2 xbox 360s 2 xbox one i issu 4 devic i will send devic playstat get work servic time workload limit work frustrat understand circumst agre playstat one i wish could 2 year 300 devic qualiti compani im unimpress happen,0,english
50,Drew Shields,2,overal ps4 great get one work,the United States ,20191015,True,my son ps4 year work great unfortun hous struck lightn forc buy new ps4 i order replac amazon the ps4 receiv would read disc i request replac sent back the second ps4 show bought buyer amazon choic box label damag sticker box i plug second ps4 son power signal tv i tri hook 4 seper tvs hous luck i request refund instead replac ps4 purchas someon els,2,english
51,Scrambles,3,i feel like i made poor decis,the United States ,20200521,True,i like price playstat plus account kind make interact player world oblig leisur thing then i lost lot interest product i found i play game i bought without internet connect witch mean game play monitor peopl low iq i guess silver line i get play certain game titl i would otherwis buy expens game comput i like buy ps5 come,1,english
52,Lars,2,realli bad wifi,the United States ,20191227,True,im sure got mine use didnt come cabl plug outlet charger control it disconnect internet constant super frustrat im play friend see restart bunch game ps4 decid kick server i tri connect differ wifi delet app check ping ask yahoo answer honest seem like whoever use mess actual hardwar internet connect ive done my resolut keep go wifi set everi 10 minut check internet connect say error restor connect,0,english
53,Jacob Bradley,2,stuck rock hard place,the United States ,20200816,True,they sent control button mess x button work half time stick i origin order direct i end go seller i stuck broken playstat answer amazon seller told thank go teach trust amazon i order direct know hassl problem thank technic i left shadi compani confus amazon compani answer i go buy replac normal store like i done first place,0,english
54,Robin,2,work great first fail less month,the United States ,20200414,True,i love ps4 system seem work great first howev less month problem there frequent crash error game load devic get super hot quick thing i think hdd caus issu i purchas new one hope fix issu i i gave two star though i problem i love short time i got play ps4 slim check cool featur i would recommend anyon interest,0,english
55,Deej,4,had troubl pair control great,the United States ,20200309,True,so appar control one includ extra bought finnicki usb cord work the one suppli let us pair matter i tri googl told tri cord we tri like five differ one last one work problem so weird peopl seem problem i ask everi teenag i know issu common enough onlin least other consol control great daughter realli enjoy play,0,english
56,Amazon Customer,2,not advertis use ps4,the United States ,20191227,True,the reason i give 2 star eas return item amazon the product advertis although advertis new ps4 definit use content simpli put box loos plastic styrofoam packag noth was also obvious plug consol alreadi somebodi profil machin actual abl use need i mention secur issu,1,english
57,Ussula,5,excel,the United States ,20200619,True,product ship arriv quick excel condit work perfect soon i receiv came cord control was origin offici box one i reciev anyway not difficult learn navig system definit high qualiti competitor xbox i bought consol specif coupl game that avail xbox the thing i think i wish larger mod download limit certain game offici began allow mod i wish would make silent hill game,0,english
58,MacKenzie Koehn,4,my impress,the United States ,20210123,True,first let start say deliveri quicker i expect it suppos 10 18 i receiv today 23 that fantast the complaint i front right corner consol crack right side seem fulli attach now said refurbish previous own so i expect brand new consol the crack fix easili super glue i bit disappoint it packag realli well box undamag the rest wire remot work perfect fine well this first day use i sure updat review week two realli put various test also i wan na thank seller left hand written note free game insid well so thank also price i got well worth money,0,english
59,Alexander,4,sticki button,the United States ,20200924,True,hello playstat work fair well some slight hiccup softwar lag ethernet recogn i abl fix far problem return howev x key control sticki which caus problem i happi beabl play game thank seller,1,english
60,Stephanie Benson,1,limit abil download game purchas outsid usa,the United States ,20190919,True,buyer limit usag download game purchas outsid usa purchas went caribbean isnt region match i could purchas game download pleas gift person limit option shame soni,2,english
61,RoseAnne Sky,1,product work,the United States ,20201206,True,i bought son 16th birthday complet bummer consol kept overh within 5 minut shut not mention come power cabl usb cabl fit rubber connector usb fat fit narrow slot so yes accept return i pay ship back use carrier choic real nice do wast your time or money i end buy brand new one i done begin teach never buy refurbish scammmm,0,english
62,Paul Dotterer,4,disconnect random,the United States ,20200315,True,sad ps4 slim notorieti wifi adapt consol would regular disconnect random connect 17mb upload get onc hardlin combo connect jump also bad habit freez due overh end put direct bloodi thing still though play game fine web search stabl work control sturdi all thing consid bad,0,english
63,zd,1,didn even last year faulti hard drive,the United States ,20200428,True,i brought consol son 13th birthday around august 2019 he excit howev right nyc school shut due covid 19 ps4 stop work an error messag display updat hard drive we went youtub follow instruct work we tri ps4 websit work my husband brother tri hour updat file hard drive avail it would appear work shut i wish i would read comment faulti hard drive purchas consol i tri call compani one answer my son devast expens consol last 7 month dure quarantin lone ever abl play friend,0,english
64,Nikki,5,littel wire,the United States ,20200514,True,ok ps4 box came didnt infom like new product it plane wight ps4 box pick infom sleve like new system box i pick new offer amazon differnt set up reson new filter search engin becus use system crap normali month i normali buy system game stop wallmart store littel confus wired updat get older,0,english
65,soldierguy,5,good play dvd,the United States ,20191025,True,i use playstat 4 anyth play dvd i get netflix librari but qualiti pictur much improv previous ancient must chang use larg etc that could chang might go back play consol quit consol game year ago stick pc good hand play game keyboard mous goodluck,0,english
66,BluntedNina,5,amaz,the United States ,20201213,True,i purchas like new consol i expect actual new might use came perfect condit origin packag brand new control charger hdmi cabl and last of us game brand new i super happi,1,english
67,athies22,1,no custom servic,the United States ,20200607,True,soni happili take hundr even thousand dollar offer zero custom servic actual human be this covid pandem issu term staf funnel custom servic bot resolv buy soni,1,english
68,Pete,1,ps4 serious glitchi,the United States ,20190807,True,this system glitch time i count out box consol began glitch immedi recogn clean disc after hour troubleshoot watch video onlin i final ps4 enough start play game a minut control joystick began glitch make charact move without prompt it serious worth buy ps3 much better,3,english
69,schnauzer lover,4,work well fix bent fan,the United States ,20201226,True,got son did want pay full price sinc year old so good problem cool ask refund thought decid googl problem open consol found fan bent you would think would machin check see cool other work fine my 14 15 yr old happi,0,english
70,Barbara,3,i sure whether actual new,the United States ,20190214,True,there scratch sign use i felt open there soni sticki seal make sure open miss paperwork usual come electron i month issu i feel might complet new mayb refurbish said new i would buy busi probabl skip bewar,1,english
71,Rachel Poole,5,we use most tv,the United States ,20180816,True,i wan na say i avid gamer ala i although casual game but respons crisp i love thing i got black friday sale got heck deal now use tv gotten rid cabl complet,3,english
72,Kindle Customer,1,500 gb dualshock 3 control,the United States ,20200306,True,got ps4 dream resist urg year right gate found control dualshock 3 complet useless after get sort went set found 500 gb while i tri use anyth dream seem like seller attempt scam peopl i guess purchas soni direct issu,2,english
73,LauGA,3,good consol work,the United States ,20190129,True,great consol option display onlin game etc but coupl week use froze often download updat simpl brows i lost count realli also one two usb port not work custom servic could reach technic support phone i receiv small refund cost me take somewher get fix this happen new consol bought full price keep download game overal enjoy but qualiti control,0,english
74,Andrew Boles,1,bad qualiti bad warranti servic,the United States ,20190518,True,veri bad qualiti work 3 month i sent warranti they fix sent back open almost broken,4,english
75,ricardo iza,3,palabr agradec,the United States ,20181028,True,una experient emot primer vez realiz compr atencion excelent da much confianz lleg tiemp product ningun inconvenient sisig asi excelent trabaj,6,spanish
76,V,5,doe expect,the United States ,20190718,True,i littl guy good the play experi great i blue screen i think play onlin game connect anyth i ps4 year it done suppos i still find new stuff i tech savvi i learn bunch use consol,1,english
77,A. Wang,1,scam,the United States ,20190224,True,this came i expect ps4 i extrem upset,6,english
78,Nemo,4,last iter world best game consol,the United States ,20191121,True,took gift sinc i play pc benefici present happi know that i say consol seller ship time amazon deliv advertis consol well pack sign tear wear damag outer box folk,1,english
79,J,3,not 1tb advertis,the United States ,20190308,True,it ad say 1tb hard drive but receiv 500 gig hard drive end purchas 4tb extern hard drive live learn i guess asid work son across countri i voic chat game,2,english
80,Victoria,5,my grandson would better give review,the United States ,20180515,True,my grandson would better give review as long happi i happi mani friend famili game system i purchas one birthday present could play onlin state famili member primarili big brother texa xbox he realli enjoy diagnos special need kid also veri rough electron item we recent found need repair stop abl read connect control sure caus soni awesom replac cost us they even sent postag free box return i complaint game consol manufactur some game hand total differ stori,8,english
81,Allison_Cantrell,1,piec junk,the United States ,20200707,True,stop work 8 month went bring repair two peopl store exact problem brought two differ repair store neither could figur fix problem save money time get xbox,2,english
82,Kayla,1,trash,the United States ,20210104,True,product arriv one month almost suppos son christma alreadi ruin i end purchas anoth playstat meantim thank good i one froze anyth complet piec junk worst amazon experi thus far we turn 100 time plus done thing suppos troubleshoot anyth horribl one sell someth inflat price i know peopl good conscious sell without even know actual work yes turn brand new get 100 less i got use one work never never,0,english
83,Sharon Pohlman,2,blue light death year,the United States ,20201207,True,almost right around 2 year mark i got blue light death never drop damag still boot safe mode blue light click option tri softwar reboot reinstal wonder new hard drive would help ps4 still turn realli bum qualiti product issu ps3 back day hope get soni support,0,english
84,ethan s.,1,buy new wait next gen,the United States ,20200530,True,reason 1 star had week stop send signal monitor tri differ hdmi cabl monitor tvs none deal breaker addit consol get extraordinari hot basic task youtub netflix think someth got burnt n that reason wont send signal slow navig ps home ps4 offici soni websit signific less money,1,english
85,Patrick Ferrell,3,general happi consol lose digit audio output,the United States ,20181121,True,good consol price sure wish nitpick beancount remov spdif optic digit audio output seem like conspiraci forc upgrad everyth day i go crazi gyrat tri get older nice surround amplifi work consol what joke,2,english
86,Lyndsay Mulik,1,i need refund,the United States ,20190403,True,this playstat alway give error messag some game even work crash twice not worth money,5,english
87,S. Cluck,4,great control pest though,the United States ,20190810,True,my ps work great love speed color everyth ca complain system the reason i dock star control issu alreadi one joystick start troubl week box i realli care electron control drop anyth so sad i go buy new control soon hope one work better but least system work great,0,english
88,Nix,5,shhhh quiet,the United States ,20180321,True,excel consol real bonus sooooo quiet my ps3 would drive crazi fan start run nice form factor 1 terabyt disk space sure sweet i got ps4 pro due cost energi usag size although i still wonder eso would look like upscal,2,english
89,Canguro,5,muy buen diseñ,the United States ,20190325,True,esta sup ahor jug,4,spanish
90,PRDCC,1,garbag,the United States ,20191214,True,came disk drive broken gave birthday present return never buy a ps4 amazon,2,english
91,Kuehnau,4,no digit audio port slim model come soni like frig realli,the United States ,20190919,True,if even think buy ps4 alreadi know there point talk soni playstat 4 you know know know exact minus remov digit audio port slim model come soni like frig realli,0,english
92,L.R. Bowers Jr.,5,so much fun,the United States ,20191222,True,i love ps4 i bought back may birthday i love new layout ps os i watch netflix hulu amazon you tube etc the new control awesom my fav game rdr2,1,english
93,Carrie Jane,1,not well made,the United States ,20200623,True,it shame product around 2 year old mayb use 15 time major issu tri turn blue light blink second shut i hear fan mayb second i reach playstat awhil back basic told sorri warranti,1,english
94,Neil,1,terribl piec garbag,the United States ,20200710,True,this first review ever bought second ps4 last year due pandem the first one broke overnight random start flash red light i use spare point i even bother seek refund one insid 4 month ago i look occupi home i use hour week sudden support avail manufactur the tech total garbag worth invest if i could leav zero star review i would do purchas do bother ps5 read book instead,0,english
95,Lin,1,hard drive failur immedi regular usag,the United States ,20200807,True,work well first i play game first year i own sinc i use ps4 week hard drive fail immedi regular use horribl system price point will never buy via seller someth seem item given similar review not sure soni anoth blame i doubt i get anoth sinc i lost save data,1,english
96,Stephen,1,hdd work arriv,the United States ,20190301,True,ps4 would turn arriv took figur issu spend anoth 100 hard drive final turn,5,english
97,Rebecca Lowe,4,lie storag space otherwis good,the United States ,20200713,True,love first playstat i sinc ps2 howev i appreci i lie storag i read review get at least i got 800gb instead peopl say got 500gb advertis 1tb i disappoint product descript dishonest,1,english
98,Megan,4,pretti awesom consol,the United States ,20200630,True,love deliveri quick set easi have use quit bit last month issu though i bought said brand new come retail box blue sleev and wire wrap just seem like could refurbish but regardless zero issu 200 hour skyrim netflix spotifi still cheaper buy store,0,english
99,Charles L.,1,control malfunct year ownership,the United States ,20201219,True,the includ control start issu right joystick purchas within year the camera game would move without touch stick when move right analog stick move camera would swing constant also left game unplay i read dust like culprit get hous around base analog stick they design better control cap prevent make otherwis function control unus,0,english
100,Vegan,1,would plug play ethernet set,the United States ,20190226,True,would set even help playststion xfiniti,3,english
101,Ricardo R Fernandez,5,very good igual ofrec,the United States ,20190511,True,muy buen par su preci,3,spanish
102,Reuben C.,5,playstat 4 is worth it though pricey,the United States ,20181213,True,the playstat 4 came like new condit purchas particular seller new consol arriv outer box good condit inner box much better condit new consol best condit readi play shown attach experi new ps4 long stori keep grow overtim this involv expand collect game digit game word i optimist new consol last year,0,english
103,Preston,1,quit work year seller mia,the United States ,20200108,True,it die give blue light year i contact seller respond more wast money electron amazon seller,1,english
104,Amoleman,5,as advertis 1 tb slim ps4 good machin far,the United States ,20180330,True,came prompt good condit the box bang corner i worri product that mailcarri fault sheesh i wish care but work great came cord necessari hdmi cabl control control charger updat took min ive got good wifi start game away no complaint yet,2,english
105,Elizabeth Howard,5,been wait get one dream realis,the United States ,20190417,True,i use play birth by sleep i write it amaz i say definit worth money i also look forward play kh3 reason i bought one first place so far stori so far disc i order get reacquaint game no disappoint whatsoev,0,english
106,E.Bentz,5,great game consol better,the United States ,20190718,True,couldn find better price got amazon prime day two amaz game horizon zero down all retail zero game includ consol brand new,1,english
107,Akbar,3,might get mess year,the United States ,20191001,True,less year purchas start overh game includ menus start freez i think fri someth insid i return soni see someth veri surpris qualiti my previous ps4 last 4 year go strong gave away,0,english
108,Christian,1,broken,the United States ,20191211,True,kept error code come sign into playstat account plus turn i reinstal updat everi time ontop run slow freez everi time i tri load game,1,english
109,Juanita,5,my daughter love it,the United States ,20200724,True,with pandem go liter million peopl i idea ps4 would hard come tv anyth els actual make lot sens think peopl bore anyway daughter want ps4 7th birthday everi vendor anywher wait time least three week matter bought this vendor send us 4 day it work perfect no cosmet issu technic issu memori issu noth thank much,0,english
110,Johnny,5,playstation 4,the United States ,20181215,True,el paquet lleg perfect usand ningun problem,3,spanish
