name,score,title,place,date,verified purch,text,upvotes,language
Taylor Kornberg,3,"New console, doesn’t feel next gen",the United States ,20201110,True,"  What the console can do is good, but there is no new exclusives games for launch. I feel that’s a huge loss for Microsoft. Not really any reason to get this console until sometime next year when there will be some exclusives. The looks of this console doesn’t feel next gen and not a fan of how the insides are built/put together. Going to be a massive pain to clean this thing.",139,english
Scott Dutton,1,Scummy,the United States ,20201125,False,  awful scam to run. Scummy people ruin things.,155,english
Gabriel,1,Insane price,the United States ,20201125,False,  A Xbox series x cost $499 not this crazy price.,148,english
Jpix,5,It does everything except clean the dishes,the United States ,20201110,True,  Tons of PowerGamepassHaloWhat more can a man want?We are living in trying times Xbox will help keep our minds busySolid build and lightening fast UIOri looks gorgeous!,122,english
tigmaster,1,Third party plague,the United States ,20201115,False,"  These people are the lowest of low,just praying on people the worst of humanity.",131,english
Kindle Customer,5,Xbox Series X Review,the United States ,20201110,True,"  To start off I would consider myself not a pro gamer, but definitely not a casual. I’m some where in between hardcore & Pro gamer. I got some insight on specs etc. This review will not be about the specs because we already know it’s damn better than last gen console Xbox One X.After a terrible, terrible, terrible...... the worst preorder experience of my life. I’m not joking. This generation of consoles preorders will go down in gaming history infamy because how bad it was, especially during our pandemic. I was as excited as I ever could be to receive this item as if I was a child all over again. And to top it all off it came 9 hours earlier on release day! I call that a significant win for preorder delivery, since this is my first time preordering a console online.Now for what your really here for, the console review. Personally, I love it. Load times are significantly faster! Games look so damn good! And total backwards compatibility with this console made me cry tears of joy. A true 4k experience. Something last generation promised us that didn’t happen.Now not anything is perfect. The one huge downside is there are no new games for this system yet. Usually there will be about 5 to 10 day one (some exclusive only to console) games. This year there’s basically 0. Yes, the positive spin on this is you have a while back catalog of older games you can play on this newer system and see the graphics ramped up. But as an avid gamer I am a Little disappointed that Microsoft the back big time even during pandemic that they couldn’t even offer at least 3 day one games. Sony is the same. These consoles will not have new games coming out day 1 unfortunately. We’ll have to wait till a little more in 2021 to expect the games we really want.If you want a more in-depth review you can head right on over to my YouTube channel where you can see an extensive review on the console today at 8pm central standard time. My dad and puppy will be on. It’l is going to be hilarious and cute. My channels name is Clive Childress. Come check it out of your interested to know more.All in all though this console is stellar. And I can’t fault the company for the pandemic situations. So with all that said this is a pretty great console.",92,english
Code Missing,1,Scalpers should not be rewarded.,the United States ,20201209,False,  This is way more than the item sells for.,102,english
Nick M.,1,Shouldn’t even be legal to do this.,the United States ,20201115,False,  Absolutely a complete rip off!!,93,english
Brian A Offord,5,Totally worth it,the United States ,20201110,True,  Preorders were a mess but did you really expect them not to be? With that being said this thing is amazing totally worth it,64,english
Customer ,1,Absurd Price,the United States ,20201115,False,  What a rip off for the price. Not worth the money.,80,english
E.S.,1,Rip off,the United States ,20201115,False,  Seems dishonest,77,english
Neal B,1,seriously?,the United States ,20201209,False,  3x....pls don't fall for these scams.,75,english
A. Yates,1,Lemon,the United States ,20201113,True,"  Sad to give this a poor review.  I received a launch day unit which worked for three days and apparently died overnight.  No obvious reason for the death of the system but it simply won't turn on again.  MS support is sadly poor - just a circular loop back to the same canned and deficient ""support"" page, and an option to request a repair on the unit.  Says there's 24 hour online support, but I can't actually get it for this issue.  Likely returning it instead of requesting a repair.Prior to the hardware failure I was happy with the system.  As expected, load times were quite good, games looked great and were fluid.",34,english
Amazon Customer,1,Stopped working less than 4hrs after got it.,the United States ,20201111,True,  Everything was great then it just turned off and now it will not come back on. Called Microsoft and they were no help at all. I have always had Xbox and have not had any real issues until now.Now when looking online you can find all kinds of people with the same issue.,35,english
Shawn P Vigneri,1,Launch day console = expensive brick,the United States ,20201111,True,"  I was very excited to receive my console on launch day after waiting 2 months from the pre-order. I was able to setup the console but it quickly died. The screen started flashing green then it shut off. After that it would either boot and then shut off after a minute or not boot at all. Lesson learned, don't buy the first generation of Microsoft's products!",30,english
Kris W,1,Don't buy digital games. Not possible for kids to play while I am.,the United States ,20201123,True,"  Over the years, I've invested in digital licenses for games.  felt like the future.  When the series x came out, I decided to give my xbox one S to my kids so they could play their games.  If we try to play at the same time, even though it is not the same game, we aren't allowed.  Okay... surely it will work if I sign in with my Kid's xbox live account that is connected to mine through family controls right?  Nope.  Maybe there is a way to loan the game or transfer the license?  Nope.  Basically I'm SOL, and will be looking for physical used games this holiday season for my kids.  The technology is ready for digital licensing, but MS is not.  I suggest buying physical (preferably used so it hurts their bottom line) until they empower digital owners.The series x itself has been fine.  Crashing a fair amount, but for now I blame that on COD:Cold War",26,english
Ian,5,Will only get better with software updates.,the United States ,20201110,True,"  The size of the console is so compact, it runs whisper quiet and improves upon most backward compatible titles.4K HDR, 120 FPS, 1440P support, even Dolby vision is supported on the console.You will get about 800GB usable space from the SSD for your games. Eventually you may have to spill for the 1TB sea gate expansion card. However, the best thing to do is use a USB 3.0 external HDD for your older games and put the new games on your main SSD.Currently there is an issue with VRR via HDMI at 4K. Variable refresh rate on certain TVs like LG and Panasonic. Microsoft is aware and will patch this via a software update. In the meantime, you can either turn VRR off on your Xbox video settings or run it at 1440p/1080p which works fine.Gamepass is the best value in gaming right now, Destiny 2 and the new expansion are on it.UI is running butter smooth and games are launching instantly. Right now there aren’t many new releases of games, but as time goes on there will be more titles to take advantage of this beast.Microsoft made an amazing console that will only age better over time.",24,english
Chris Stewart,1,Bricked,the United States ,20201111,True,"  Console bricked in less than 5 hours, already have it on its way to MS for replacement. Truly “Next Gen” ",26,english
Yoal,1,Dont buy,the United States ,20201209,False,  Dont buy,47,english
Jocelyn Rodriguez,1,Not worth it!!,the United States ,20201110,True,"  Ewww i cant believe i acctually got this , its heavy and slow and is not worth it!! I honestly just threw it away could not handle this",23,english
Tom,1,Very disappointed. Major issues causing some games to be unplayable. Stutters and shuts down,the United States ,20201114,True,"  Have had major problems with this console. The disc drive doesn’t read discs after u turn the console off unless u eject and reinsert. Games like COD MW and Cold War lag incredibly bad to the point it’s unplayable due to the stuttering, yet when I try my Xbox one on the same tittles there is no lag at all. Lastly, my Xbox series x shuts completely down randomly in the middle of games - it’s done it 5 times sometimes back to back.Would not recommend buying until they patch all these problems (hopefully they can be patched",20,english
Zack Rowe,1,I wish I could give it 5 star but...,the United States ,20201118,True,"  Your browser does not support HTML5 video.   I wish I was able to give the Series X 5 stars but Microsoft customer service has killed it for me.A couple hours after receiving my Xbox it froze and after rebooting small pixel sized green squares littered the screen. I attempted swapping cables, changing TVs, and performing factory resets. In the end the issue would not go away.I decided to see if I could get a replacement through Amazon. Unfortunately they are currently out of stock. So the only option they provided was a refund or gift card.So I decided to give Microsoft support a shot, hoping that I could send it in for repair and get a replacement. This is where my journey of jumping hoops began.Microsoft only option for phone support is to fill out a form to have them call you, which is fine most of the time. After completing the form I was told I would receive a call in 90 minutes. 3 hours later I receive a call that the queue is full and my request was canceled. I would need to try again the next day.Next morning at 7am I refill out the form and receive a call from a human 2 minutes later. Woohoo! I explain my issues and the steps I took to trouble shoot. The service agent sets up a service request and says that I'll receive an email with what to do next.After hanging up and waiting a bit of time I receive the email and my shipping address is completely wrong from what I had told him on the phone....... So I hop online and resubmit the form to be called and I'm told it will be a 90 minute wait this time. 3 hours later I receive a call from a rep. I explain the mistake that was made on my address and he says that he needs to put me on hold so that he can escalate the issue. After being put on hold for 30 minutes  I abruptly get hung up on.After waiting to see if I would get a call back with no success I resubmit a request to be called online again. 4 hours later I get a call that the queue is full and my request has been canceled. I will need to try again tomorrow. I've owned every Xbox console that's been release and I would consider myself a bit of a fan boy. I shouldn't be required to jump through hoops like this when something doesn't work properly. This is EXTREMELY frustrating as a customer and has soured me a bit on the release of this console that I was super excited for a few months back.",20,english
The Du,1,Power cord does not work!,the United States ,20201110,True,  Release day. Power cord doesn’t event work. Power cycles on and off for 3 seconds. Used old power cord and it works fine.Garbage.,22,english
SHA,1,Crashes!,the United States ,20201112,True,  My series X keeps crashing after a few mins of being turned on. I can just power it up and let it sit and it will power off completely without notice. Basically I have a very expensive paper weight! Smh!,19,english
Trenton P Mongillo,5,Amazing new gaming all in one system from Microsoft.,the United States ,20201110,True,"  Everything youve come to expect in a console launch. Polished hardware, subtle redesign of the included controller (1). Comes with a high speed hdmi 2.1 cable. The power brick is all internal and has a normal cable for power supply. If you are giving this as a holiday gift, consider powering it up before hand, it has approximately 900MB update to do right out of the box. The controller needs to be updated as well. You can use a smart phone and the xbox app to set up profiles and settings from your previous xbox one. You can also transfer your digital games from your xbox one over your own network instead of downloading them all from the xbox servers. Be warned! Digital game downloads can take hours to install depending on your internet connection.Great tech in this product. I like the future proof cables for when I decide to upgrade. Awesome form factor and it runs quiet and stays cool.Game pass is a must for xbox. Save thousands on games and have so many to choose from. With the latest additions of EA Play and Disney+ there is too much value for the consumer to pass up.",14,english
Amazon Customer,1,Crap product,the United States ,20201110,True,  It doesn’t even turn on played for 20 min then the power button doesn’t work whatsoever,20,english
Irving Orozco,1,Sad,the United States ,20201113,True,  I pre order this item and once received two days later after release day I was really disappointed it would turn off on me out of nowhere and would not turn back on at all. I had to shipped out to Microsoft so they could take a look at it but really disappointed how I didn’t get to enjoy my brand new Xbox and even worse I have to wait even longer now.,18,english
Henry,1,Dead after 6 hours of use,the United States ,20201118,True,  Your browser does not support HTML5 video.   Was working fine on the 1st day I got it. Used it for about 6 hours and I’ll say this console is a beast. Woke up the next day the console wouldn’t turn on at all tried all the troubleshooting steps and nothing. Decided to return it for my money back. Will wait until all the bugs are fixed with future series x consoles.,15,english
Thuy,1,Defective consoles rumor is true...,the United States ,20201122,True,  Console is defective. Turned it on to play for a few hours and it stopped working. Unplugged console for 30 mins and still the same problem.  Going to wait a day to see if there’s any change but this is ridiculous.,16,english
DoggyDog420,1,Pair button to connect controller doesn’t work,the United States ,20201111,True,  Broken out of the box and no way to talk to anyone to troubleshoot it. This world is a mess if you need customer service these days. There’s no one there to help. Will be returning. Pretty worthless if you can’t connect a controller.,13,english
Anthony,5,Powerful and Quiet Console but don't buy from a scalper just wait,the United States ,20201111,True,"  Great console, easy to set up (it's fast if you use the Xbox App didn't try the other normal way). If you're an everyday Xbox player, once set up, everything is familiar and ready to go. Truly feels like a PC upgrade more than a console upgrade with how smooth everything is.Also don't buy from scalpers, just wait, you're not missing anything even remotely worth the price they are charging.",12,english
David,1,Do not pay this amount,the United States ,20201209,False,  Scalper this product is not worth this.,36,english
T. A. Ashley,4,"Despite problems on the delivery side, this console really...uh...delivers.",the United States ,20201122,True,"  Let me get the ugly out of the way first. The industry as a whole completely botched the release of this generation of consoles. Pandemic aside, supply was nowhere near adequate to demand and very likely should have waited until late Winter/early Spring 2021 to launch. Additionally, internet commerce infrastructure was wholly inadequate to handle orders, particularly ones plagued by shopping bots used by scalpers to scoop up the already limited supply and sell them for outrageous markups. Let's hope this was a learning experience for everyone, and measures are being put in place to avoid this from happening in the future. Since this isn't a review of the industry, it won't affect my final score. But it all bore saying nonetheless.Right then, that out of the way... Despite my September 22 pre-order being delayed delivery by a day, my Series X arrived on November 11. Microsoft did an admirable job with the packaging, and the unboxing felt like an event. Once you broke the transparent seals on the box, the lid lifted like a treasure chest, the XBox nestled in thick packing foam on either side and from the lid above. The console was carefully wrapped in thin black paper-foam with an black and green banner around it that boldly invited you to ""Power Your Dreams!""Set-up was a breeze. The Series X comes complete with HDMI 2.1 cable for 4K UHD display, power cord (and no ungainly brick this time), and of course the evolutionary Series controller. With everything connected, the first powerup was exciting. The new splash screen is powerful, reminiscent of the old THX sound intro that is truly amazing if you have the volume turned up. Once setup begins in earnest, you can continue either using the controller or by coupling the console with the new XBox app on your phone. I encountered a few issues using the phone app (which is still listed as a beta on the android market), so I continued the setup with the controller. It went without a hitch and plugged all my old XBox One settings in through the miracle of the Cloud. I also plugged in my external HDD, and it happily recognized all my old games.The user interface is like the return of a familiar old friend. It's very much like the latest iteration on the XBox One family, and you'll be right at home from the very beginning. I know a common complaint is that it didn't seem ""next gen enough"" for many, but there's something to be said for being able to navigate a new device without having to learn all the new nooks and crannies they've shuffled things into. The first thing you'll notice is how fast the UI is now. ""Snappy"" is a term often used to describe how it feels. There's no lag in moving from section to section, button presses register immediately and there's the sense that the whole UI has had a quiet yet unmistakable injection of horsepower. The store, rather than appearing tacked-on and sluggish, comes up post haste. Overall the system is very responsive, and a pleasure to use.Of course, the system really shines if you have Game Pass. Those new to XBox who take advantage of the Game Pass introductory offer will be treated to over a hundred titles you can immediately download and play. Additionally, EA Play and Microsoft teamed up, so the player has access to dozens more games from the EA library. Sports titles like Madden and FIFA, old school RPG's like the Dragon Age series and much more are at your fingertips. Many titles either already have been enhanced to take advantage of the Series S/X feature set, or are currently being updated for the very same.Now, all of this is to dance around the very obvious omission in the Series launch: a lack of original and unique launch titles. Halo Infinite was to be that vehicle for Microsoft, but after this Summer's lackluster presentation, the game was delayed until 2021. Its absence is keenly felt in the marketing and product packaging which still prominently features Master Chief as its launch mascot.That said, the future looks bright indeed for the XBox. Microsoft's manic acquisition of studios, not least of which is the still-pending Zenimax deal, promises some console exclusives that are truly ground-breaking. Between Bethesda's rich legacy in the Elder Scrolls and Fallout, Arkane and id Software, and much more, there is an embarrassment of riches on the horizon for XBox players, as well as PC and mobile gamers who plug into the Game Pass content conduit.That's all fine and well, but launch exclusives aside, how does it play games? The answer is, ""Quite well, actually!"" Those titles explicitly enhanced to take advantage of the new consoles' power are vibrant, buttery-smooth at 60 (or even 120 in some instances) frames per second, and a joy to both behold and to experience. Even older legacy titles from the original XBox and 360 eras can take advantage of the raw power that the Series brings to bear, with many benefiting from graphical upscaling, auto-HDR, and other behind-the-scenes enhancements. If you've been immersed for years in the XBox culture, you have likely amassed quite the library of games, the vast majority of which are playable on the new hardware.Finally, the new controller as has been mentioned previously, is more evolutionary than revolutionary. The back of the shell has a textured ""grippy"" new feel to it, as have the shoulder- and trigger buttons. The D-pad now features more of an 8-way control surface rather than the more familiar 4 cardinal directions. The sticks also have a slightly different feel and grip; not so much that it's unfamiliar, but it's noticeable nevertheless. A downside is Microsoft's insistence on not shipping the controller with a rechargeable battery. It takes two ""AA"" cells, and to be fair it's pretty conservative on power draw with a fresh pair of alkalines lasting a good many hours of play. And you can buy the branded recharge kit for an additional $25-ish, but seriously in this day and age, it should come as standard equipment. Luckily, the controller is so similar to the XBox One's controller, that many of the latter's add-ons work perfectly well on the new one. I swapped the recharge pack from my XBO's controller with no issue, and aside from requiring a USB-C cable rather than the older micro-USB connector, it works just fine. The same is true of the headset adapter that plugs into the bottom of the unit. It works without a hitch, which suits me just fine.OK, final verdict. The Series X is a great powerhouse of a next gen console. While Game Pass is a great deal and I can heartily recommend it, the new consoles are at time of launch a weapon in search of a war. With no new titles to really showcase the new features of the console, the whole experience, while somewhat satisfying, feels a bit hollow. I'm sure once the new titles start flowing in the coming months and years, the true value of the Series consoles will shine forth, but if it's a ""fear of missing out"" experience, I can honestly recommend you wait until availability and new titles can be brought together next year. For that reason, as of the date of writing this (November 22, 2020), I'm reserving one star from the review in the hopes that once those new titles arrive I can revise the review and give the XBox Series X the 5-stars it rightly deserves.Now if I could only get my hands on a Playstation 5... ugh. *rolls eyes*",8,english
josh Rosenblatt,1,Xbox series X stopped working and will not turn on!,the United States ,20201112,True,  Worked for 1 day. Then it shutdown and never turned on again.  Already sent it back to Microsoft for replacement.  We will see how long that takes...,15,english
Truitt Wilson,5,"Amazing performance, amazing design, and incredible value",the United States ,20201114,True,"  Design:Smaller than you expect for a console that has this kind of performance.Controller:Feels great in your hand, has better latency than any previous xbox controller. Pairs and connects to the Xbox when powering on nearly instantly, which is a nice improvement from previous controllers.Performance:The level of graphical quality, FPS, and speed of the SSD make this the best console on the market. It accomplishes this all while being dead quiet and impressively cool.Features:Microsoft's implementation of Quick Resume and the velocity architecture makes switching between multiple games a breeze and actually incentives you to try different titles. The thoughts of not wanting to load up a new game because it would take too long to load up are gone forever with this generation.Conclusion:Microsoft has pulled out all the stops hardware and OS-wise. Once next generation games come out, the Xbox Series X will be the best way to game for years to come.",7,english
Jeff Osborne jr.,1,Dead Console,the United States ,20201114,True,  After 4 days and maybe an hour of actual gameplay it won’t turn on at all. It’s completely dead.,12,english
Cameron,1,Not worth it,the United States ,20201113,True,  First batch has tons of hardware issues apparently. Mine randomly shuts off while running games / apps. I would not buy until Microsoft fixes this terrible first release,11,english
Amazon Customer,1,Very disappointed in this new box,the United States ,20201122,True,  Box came in good condition. Not happy with this new box. It’s very aggravating that I can’t play for hrs with out this thing freezing and shutting off. Xbox you guys hyped this up and so far it’s a complete Disappointment,10,english
Steven,1,Not a very long lifespan.,the United States ,20201121,True,  This isn't because there aren't many games for it.  I'm giving it 1 star because it died completely after 2 weeks. That is unacceptable.,10,english
Nancie Sionni,1,Sending back to Xbox -won’t turn on,the United States ,20201115,True,  Console powered down the first day.  Sending back to xbox,11,english
sean,1,Was working,the United States ,20201120,True,  Well got it on launch day. Suffered a few random turn offs. Ended up putting 30 hours into ac valhalla and then boom. The series x shut down and won't turn back on. Looks like this is an issue with quite a few of them.,9,english
Sean Sneer,1,Sad,the United States ,20201113,True,"  Defective at launch, love it lots.:(",10,english
Gil Zonenshtain,3,Same as the Xbox one,the United States ,20201110,True,"  Honestly the same as the Xbox one just the speed is a little faster, the gaming menu and everything is the exact same games look the exact same but just a little faster... prob gonna return",8,english
berner,5,Tower of power,the United States ,20201113,True,"  Your browser does not support HTML5 video.   Absolutely love this console and I gotta say I'm lucky to have been able to pre order and have it arrive on time. One of the game changing feature for me is the quick resume. With this you can have multiple games running and going back into them right where you left off(without having to load into the game again). Also gamepass is a no brainer especially since games are bumping up in price to $70. With gamepass, all Microsoft exclusives are FREE! You also have a vast selection of games including ea play. Lastly, the graphics and speed of this console are amazing. I'm currently playing ac Valhalla and load times are just a bit behind that of ghost of tsushima but with even better visuals. Also the simplicity of the ui and controller are the things I love most about xbox. All in all I'm more than glad I purchased this console!",3,english
David,5,Absolutely stunning,the United States ,20201111,True,"  As soon as I opened the package I was in awe with how beautifully it was packaged, it’s super solid and sturdy. Plugging it in was very easy, no more power bricks, just one cord straight from the Xbox to the wall. Turned it on and it was like magic. Instantly started downloading games, and they look stunning! I have played Forza Horizon 4, Fallout 4, Star Wars Jedi: Fallen Order, and Dirt 4, and each load super quick. Huge leap from the load times of the Xbox one. In fallout 4, I can fast travel and have it loaded to the next place in about 5 seconds. Graphics of optimized games such as Forza look so much better than I expected. Everything is super fast, next to no wait times, and runs super smoothly. Quick resume works very well, loads back into the game within 10 seconds right where I left off. Controller feels very good in my hands, textured triggers are amazing. Super simple setup, gorgeous graphics, very short load times, very very smooth gameplay. All in all, was 1000x better than expected. Couldn’t be happier. I use a 27” 4K monitor.",3,english
Kyle B,5,5 out of 5,the United States ,20201110,True,"  Really great product, a few bugs when getting started (logging in and setting up the console account) but, those will be ironed out with a software update. Make sure to use a 4K tv with at least 60hz if you want the most out of the experience.",7,english
F0URTYK,5,Does this need a review?,the United States ,20201208,True,"  Do you actually need this review? No, you don't. You know if you are buying this or not, idk why you even scrolled down. If you are reading this then:1. The console is still out of stock and you are teasing yourself by looking at the listingOR2. It is back in stock and you are reading this review as it goes back out of stock. Good job wasting time.",4,english
Foxfen,4,A+ box presentation!,the United States ,20201113,True,"  So, yeah, new generation of hardware from Microsoft but can I talk about that box?  Because that was a spectacular way to jump into the next Xbox.You open the box up and there is the Series X all wrapped up like it's in a treasure chest.  It was great!  I actually had to take some video of it because it was above and beyond what I expected from unboxing a new console.  So good job on that!I'm upgrading from an Xbox One S and from that perspective, it was definitely time to upgrade.  I've got this 4K TV without a system that properly utilizes it!  I held off on getting a One X because I knew the next Xbox system would be coming out soon enough.And here it is.Visually speaking, I'm not really noticing TOO much difference from games on the One S.  There are some added details on some of my old games to upgrade them to 4K and I notice some effects that weren't there before.  Everything is less fuzzy.  So that's good.  It's just not the same as the visual jump from the NES to the SNES.  Or the Playstation to the Playstation 2.  But it IS close to the leap from the Xbox 360 to the Xbox One.  The difference there was only noticeable a few years after the fact for me.  I imagine the same will be true here, especially since most of the games I'm playing right not are Xbox One games upgraded to 4K and not native Series X games, beyond Yakuza: Like a Dragon.And that details the biggest drawback to getting a Series X at launch: lack of a strong exclusive library of games.  While the Playstation 5 has Spider-Man: Miles Morales, Godfall, and Sackboy, there isn't anything on the Xbox that can't be played on the PS5 except Yakuza: Like a Dragon (and that can probably be played as a PlayStation 4 game through backwards compatibility).  With Halo Infinite being delayed, there's no massive reason to upgrade your hardware.Well... I SAY that but I also don't regret doing so.  I'm disappointed in the lack of exclusives but the 4K is still very nice.  And it isn't even the best part of the Series X.  That would be the load times.  With the new hardware and the new memory storage system, games load incredibly fast.  I used to start a game up and then head into the kitchen to grab a drink or whatever while the console booted things up but those days are done.  This thing zips along.  That also applies while you're in the game.  Reloads and fast travels, even cut-scenes, happen swiftly.  There's a lot of power in this rectangular box.  The Playstation 5 also has super fast load times so it's not a selling feature if you're comparing consoles but, on its own, it presents a compelling case.It's a lot of the ""under-the-hood"" features that build this system up as a good replacement for your Xbox One.  The fact that it is capable of playing a large number of Xbox's back catalog going all the way back to the original Xbox means you'll have a huge library of games to play even if they aren't brand new exclusives.  I've got a serious backlog of titles so playing them in 4K and getting into my games faster is fine for me right now.  If you are a Gamepass subscriber, you have a large library of games to choose from right out of the gate, including a lot of EA games added from their EA Play subscription service.  I spent my first day just downloading everything I'm going to be wasting my time on over the next few months.And, let me be clear: if you play on Xbox, do yourself a favor and subscribe to Gamepass.  You get some great games and many of them are upgraded to take advantage of the Series X.  It's a good deal.I'm happy with my purchase.  I wish Halo would have made launch.  I'm also happy they held it back so that when it releases, it's worth playing.  But, man, launch would have made this purchase a lot more palatable.  In the end, it comes down to where your friends are.  Mine are on Xbox so here I am.  This thing is a powerhouse and I doubt I'm going to regret having it a year or so down the line.But if you have to make a choice between this and the Playstation 5 and you don't really do online gaming with your friends, the Playstation 5 makes a more compelling case this holiday season.  Miles Morales looks really good.But if Sony's exclusives don't move you, the third party games are all multiplatform.  You can enjoy your Call of Dutys and your Assassin's Creeds on whatever console you manage to get.  In 2020, I think we could all use a win and I think there's enough to keep you busy on both consoles to check that win box.Oh! This thing also has a controller!  It is pretty much exactly like the Xbox One controller which was a slight upgrade from the 360 controller... which was an upgrade from the Xbox S controller.  This is my favorite controller layout and it feels as comfortable in my hands as the XB1 version.  There's a capture button now to take pictures and video which is something Sony added with the PlayStation 4 and Nintendo added on the Switch.  So Microsoft is a little behind but it's here now!  I have not used it yet but I'm sure I'll get around to it.Anyway, welcome to the next generation of video game hardware.  This thing is a beast of tech and should prove a worthwhile purchase. In time.  Day one, you know what you're getting: an I.O.U. note promising better things to come.But, man, that treasure box opening is pretty great. ;)",1,english
John Smith,1,"DOA, terrible customer service. I should have bought a PS5",the United States ,20201207,True,"  When I got it games would shut off either immediately or within the hour. I don't know what was wrong, I think it had a faulty power supply. I sent it back; took more than two weeks to get it back with expedited service that I paid an extra $10 for. I received the HDMI and AC power cord a week later in a different box, and I've yet to get the controller back; it's been 4 weeks.I could have purchased a PS5 and I wouldn't have had any of these problems. Stupid mistake.",4,english
JGtzTop Contributor: Cooking,5,Nice Evolution but wait a year,the United States ,20201228,True,"  I've been playing Xbox since the OG version back in the early 2000's, the 360 was a nice leap from that OG version, the One was a good evolution from the 360, and now the XSX is further refinement. There's nothing really revolutionary especially if you're coming from the Xbox One X that had a powerful GPU already.Launch game list is atrocious, nothing really great to captivate the Xbox faithful. In the month and a half that I've had this console I've played Rocket League, Cyberpunk, Ori, GOW 5, Gears Tactics - they look nice but really can't see a difference compared to my One X graphically. Of course, there's the much better load times, instant game boot up and general quitness to the console which are a great improvement but is it worth $500 over the $500 I paid 2-3 years ago for the One X? Not really.Overall, I am an early adopter of tech, I've had all the day one editions since the 360 so I am a beta tester of sorts - I do anticipate the XSX to get better starting in 2021 with more first party games takind advantage of the the strong GPU and SSD performance. But for now, if you're a casual gamer like me or have the Xbox One X I would say to hold off until mid-late 2021. If you are rocking the Xbox One or Xbox One S then this is a worthy upgrade just for the visual upgrades and speed improvements.I play on a 65"" LG CX Oled TV via HDMI 2.1 cable, hopefully in 2021 more TVs are able to take advantage of all the tech the XSX offers for cheaper.",1,english
Chrissy S,5,"Incredible Machine Uber Impressive Build Quality and High End Pc level Graphics, and Performance !",the United States ,20201111,True,"  Absolutely Incredible Console with Amazing Graphics, Super High Build Quality, etc as I can’t say enough Awesome Stuff About The New Xbox Series X as it’s Like Having A True High End Gaming Pc without the associated Price Tag since We Get The Entire Xbox Series X for only $499 which is what an equivalent 3070/6800 GPU alone by itself would cost of which Pc gamers would easily spend $1600 dollar’s to build a Pc to match the Specs, and performance capabilities of the Series X",4,english
AmazonAJ,5,The monolith of POWER!,the United States ,20201212,True,"  I've grown up mostly a Playstation gamer...ps1 to ps4. I had and enjoyed xbox 360 but PS was my go to.  That all changed when I bought the xbox one x and tried gamepass. What a game changer that combo was for me quite literally. The one x played 3rd party games better than the competition and gamepass was an incredible value. Backward compatibility was the bonus. I loved it.Series X continues that power and value proposition without the mistakes xbox made with the xbox one launch. Microsoft and xbox have really turned it around and have once again produced the monolith of power with Series x.Fast ssd, super smooth menus, 1440p/4k support, variable refresh rate, auto low latency, hard drive support, backwards compatible with games and accessories, gamepass, games optimized for series x or s, familiar yet just better controller, external ssd expansion card available, auto hdr... you get the drift.The series X is best most complete xbox I dare say ever produced. If your already an xbox gamer its a no brainer to upgrade... if your thinking about making the switch... this is the best xbox to get onto to.Its familiar yet improved in every way. The library of exclusives can and will get better but with optimized series x games and gamepass you'll be plenty busy.Happy gaming!",1,english
